"","X","metric","Threshold25","Threshold50","Threshold75","n","Type","Biol","Bio_endpoint","Bio_threshold","Hydro_endpoint"
"162",66,"CSCI_DS_Mag_50_0.79_Negative",-0.239779917679008,-0.147087649150812,-0.0752798485956861,151,"Negative","CSCI","CSCI",0.79,"DS_Mag_50"
"163",67,"CSCI_DS_Mag_90_0.79_Negative",-6.40936754476558,-3.83360996236987,-1.8459910636251,175,"Negative","CSCI","CSCI",0.79,"DS_Mag_90"
"164",68,"CSCI_DS_Tim_0.79_Negative",-107.355900844078,-62.9616447287547,-30.6396985786903,250,"Negative","CSCI","CSCI",0.79,"DS_Tim"
"165",69,"CSCI_FA_Dur_0.79_Negative",-12.5751704041703,-8.37351270163235,-4.34061872888792,22,"Negative","CSCI","CSCI",0.79,"FA_Dur"
"166",70,"CSCI_FA_Mag_0.79_Negative",-13.2038508370151,-26.0347909281339,-38.8042230488651,7,"Negative","CSCI","CSCI",0.79,"FA_Mag"
"167",71,"CSCI_FA_Tim_0.79_Negative",-28.2052009758786,-16.8948310938323,-8.48782817781252,31,"Negative","CSCI","CSCI",0.79,"FA_Tim"
"168",72,"CSCI_Q99_0.79_Negative",-0.055740020660708,-0.0399615063143821,-0.0226474531050991,105,"Negative","CSCI","CSCI",0.79,"Q99"
"169",73,"CSCI_SP_Dur_0.79_Negative",-88.4459515525865,-52.9161728165307,-25.6467562295263,251,"Negative","CSCI","CSCI",0.79,"SP_Dur"
"170",74,"CSCI_SP_Mag_0.79_Negative",-3.04015755161877,-1.9112664522671,-1.0122734305225,138,"Negative","CSCI","CSCI",0.79,"SP_Mag"
"171",75,"CSCI_SP_ROC_0.79_Negative",-0.578000354377788,-0.378698497384412,-0.18878545582857,206,"Negative","CSCI","CSCI",0.79,"SP_ROC"
"172",76,"CSCI_SP_Tim_0.79_Negative",-90.8386820452718,-55.1482865744258,-26.1719264342547,102,"Negative","CSCI","CSCI",0.79,"SP_Tim"
"173",77,"CSCI_Wet_BFL_Dur_0.79_Negative",-82.4771889903774,-55.9992250545191,-28.9885551280648,106,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Dur"
"174",78,"CSCI_Wet_BFL_Mag_10_0.79_Negative",-58.0687436638494,-38.3255914876988,-18.5824393115481,223,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Mag_10"
"175",79,"CSCI_Wet_BFL_Mag_50_0.79_Negative",-227.384189463516,-452.830162863794,-676.338450471906,213,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Mag_50"
"176",80,"CSCI_Wet_Tim_0.79_Negative",-45.2279352246794,-26.4502121868048,-12.9230619838392,261,"Negative","CSCI","CSCI",0.79,"Wet_Tim"
"177",81,"CSCI_DS_Dur_WS_0.92_Negative",-100.633237520447,-56.9709701972696,-26.1754124885205,230,"Negative","CSCI","CSCI",0.92,"DS_Dur_WS"
"178",82,"CSCI_DS_Mag_50_0.92_Negative",-0.256397554907485,-0.145474653044909,-0.0678199989532427,151,"Negative","CSCI","CSCI",0.92,"DS_Mag_50"
"179",83,"CSCI_DS_Mag_90_0.92_Negative",-0.48176792012523,-0.272048777029617,-0.126175211309484,175,"Negative","CSCI","CSCI",0.92,"DS_Mag_90"
"180",84,"CSCI_DS_Tim_0.92_Negative",-63.6722754882121,-35.302404904108,-16.2789531532047,250,"Negative","CSCI","CSCI",0.92,"DS_Tim"
"181",85,"CSCI_FA_Dur_0.92_Negative",-12.6388177107541,-8.44250959531424,-4.38381386564068,22,"Negative","CSCI","CSCI",0.92,"FA_Dur"
"182",86,"CSCI_FA_Mag_0.92_Negative",-13.2038508370151,-26.0347909281339,-38.8042230488651,7,"Negative","CSCI","CSCI",0.92,"FA_Mag"
"183",87,"CSCI_FA_Tim_0.92_Negative",-29.8138835573912,-17.4685632032145,-8.57855801907916,31,"Negative","CSCI","CSCI",0.92,"FA_Tim"
"184",88,"CSCI_Q99_0.92_Negative",-0.0424752701122969,-0.025999695448909,-0.012759965229807,105,"Negative","CSCI","CSCI",0.92,"Q99"
"185",89,"CSCI_SP_Dur_0.92_Negative",-75.785170140776,-42.5721265055169,-19.5189644255131,251,"Negative","CSCI","CSCI",0.92,"SP_Dur"
"186",90,"CSCI_SP_Mag_0.92_Negative",-4.07772530465793,-2.30100213453958,-1.07250899433155,138,"Negative","CSCI","CSCI",0.92,"SP_Mag"
"187",91,"CSCI_SP_ROC_0.92_Negative",-0.567461304284671,-0.362520745648249,-0.175011611447642,206,"Negative","CSCI","CSCI",0.92,"SP_ROC"
"188",92,"CSCI_SP_Tim_0.92_Negative",-89.6775111303734,-52.8944943051374,-24.0873011207933,102,"Negative","CSCI","CSCI",0.92,"SP_Tim"
"189",93,"CSCI_Wet_BFL_Dur_0.92_Negative",-40.7438368799329,-23.2571509894993,-11.0568888857119,106,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Dur"
"190",94,"CSCI_Wet_BFL_Mag_10_0.92_Negative",-2.9028365692117,-1.58499729340302,-0.703971686899109,223,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Mag_10"
"191",95,"CSCI_Wet_BFL_Mag_50_0.92_Negative",-3.46239420450089,-1.84346765628727,-0.813064713081492,213,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Mag_50"
"192",96,"CSCI_Wet_Tim_0.92_Negative",-35.7144420061812,-19.5060716774884,-8.94308271025768,261,"Negative","CSCI","CSCI",0.92,"Wet_Tim"
