"COMID","Biol","Threshold","alteration_50pct_time","n","overall.altered.2metric"
20332944,"ASCI","Threshold25","Altered",1,"Altered"
20332944,"ASCI","Threshold25","Unaltered",1,"Altered"
20332944,"CSCI","Threshold75","Altered",1,"Altered"
20332944,"CSCI","Threshold75","Unaltered",1,"Altered"
20332946,"ASCI","Threshold25","Altered",2,"Altered"
20332946,"CSCI","Threshold75","Altered",1,"Altered"
20332946,"CSCI","Threshold75","Unaltered",1,"Altered"
20332948,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332948,"CSCI","Threshold75","Altered",1,"Altered"
20332948,"CSCI","Threshold75","Unaltered",1,"Altered"
20332950,"ASCI","Threshold25","Altered",1,"Altered"
20332950,"ASCI","Threshold25","Unaltered",1,"Altered"
20332950,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332954,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332954,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332958,"ASCI","Threshold25","Altered",1,"Altered"
20332958,"ASCI","Threshold25","Unaltered",1,"Altered"
20332958,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332962,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332962,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332966,"ASCI","Threshold25","Altered",2,"Altered"
20332966,"CSCI","Threshold75","Altered",1,"Altered"
20332966,"CSCI","Threshold75","Unaltered",1,"Altered"
20332968,"ASCI","Threshold25","Altered",1,"Altered"
20332968,"ASCI","Threshold25","Unaltered",1,"Altered"
20332968,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332970,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332970,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332972,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332972,"CSCI","Threshold75","Altered",1,"Altered"
20332972,"CSCI","Threshold75","Unaltered",1,"Altered"
20332978,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332978,"CSCI","Threshold75","Altered",1,"Altered"
20332978,"CSCI","Threshold75","Unaltered",1,"Altered"
20332980,"ASCI","Threshold25","Altered",2,"Altered"
20332980,"CSCI","Threshold75","Altered",1,"Altered"
20332980,"CSCI","Threshold75","Unaltered",1,"Altered"
20332982,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332982,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332986,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332986,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332990,"ASCI","Threshold25","Altered",2,"Altered"
20332990,"CSCI","Threshold75","Altered",2,"Altered"
20332994,"ASCI","Threshold25","Altered",2,"Altered"
20332994,"CSCI","Threshold75","Altered",2,"Altered"
20332996,"ASCI","Threshold25","Altered",2,"Altered"
20332996,"CSCI","Threshold75","Altered",1,"Altered"
20332996,"CSCI","Threshold75","Unaltered",1,"Altered"
20332998,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332998,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333002,"ASCI","Threshold25","Altered",2,"Altered"
20333002,"CSCI","Threshold75","Altered",2,"Altered"
20333004,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333004,"CSCI","Threshold75","Altered",1,"Altered"
20333004,"CSCI","Threshold75","Unaltered",1,"Altered"
20333018,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333018,"CSCI","Threshold75","Altered",1,"Altered"
20333018,"CSCI","Threshold75","Unaltered",1,"Altered"
20333030,"ASCI","Threshold25","Altered",2,"Altered"
20333030,"CSCI","Threshold75","Altered",2,"Altered"
20333036,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333036,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333038,"ASCI","Threshold25","Altered",1,"Altered"
20333038,"ASCI","Threshold25","Unaltered",1,"Altered"
20333038,"CSCI","Threshold75","Altered",1,"Altered"
20333038,"CSCI","Threshold75","Unaltered",1,"Altered"
20333040,"ASCI","Threshold25","Altered",2,"Altered"
20333040,"CSCI","Threshold75","Altered",2,"Altered"
20333044,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333044,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333046,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333046,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333052,"ASCI","Threshold25","Altered",1,"Altered"
20333052,"ASCI","Threshold25","Unaltered",1,"Altered"
20333052,"CSCI","Threshold75","Altered",1,"Altered"
20333052,"CSCI","Threshold75","Unaltered",1,"Altered"
20333064,"ASCI","Threshold25","Altered",1,"Altered"
20333064,"ASCI","Threshold25","Unaltered",1,"Altered"
20333064,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333070,"ASCI","Threshold25","Altered",1,"Altered"
20333070,"ASCI","Threshold25","Unaltered",1,"Altered"
20333070,"CSCI","Threshold75","Altered",1,"Altered"
20333070,"CSCI","Threshold75","Unaltered",1,"Altered"
20333072,"ASCI","Threshold25","Altered",1,"Altered"
20333072,"ASCI","Threshold25","Unaltered",1,"Altered"
20333072,"CSCI","Threshold75","Altered",1,"Altered"
20333072,"CSCI","Threshold75","Unaltered",1,"Altered"
20333078,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333078,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333084,"ASCI","Threshold25","Altered",2,"Altered"
20333084,"CSCI","Threshold75","Altered",2,"Altered"
20333092,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333092,"CSCI","Threshold75","Altered",1,"Altered"
20333092,"CSCI","Threshold75","Unaltered",1,"Altered"
20333094,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333094,"CSCI","Threshold75","Altered",1,"Altered"
20333094,"CSCI","Threshold75","Unaltered",1,"Altered"
20333096,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333096,"CSCI","Threshold75","Altered",1,"Altered"
20333096,"CSCI","Threshold75","Unaltered",1,"Altered"
20333100,"ASCI","Threshold25","Altered",2,"Altered"
20333100,"CSCI","Threshold75","Altered",1,"Altered"
20333100,"CSCI","Threshold75","Unaltered",1,"Altered"
20333102,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333102,"CSCI","Threshold75","Altered",1,"Altered"
20333102,"CSCI","Threshold75","Unaltered",1,"Altered"
20333108,"ASCI","Threshold25","Altered",2,"Altered"
20333108,"CSCI","Threshold75","Altered",2,"Altered"
20333112,"ASCI","Threshold25","Altered",2,"Altered"
20333112,"CSCI","Threshold75","Altered",1,"Altered"
20333112,"CSCI","Threshold75","Unaltered",1,"Altered"
20333118,"ASCI","Threshold25","Altered",2,"Altered"
20333118,"CSCI","Threshold75","Altered",2,"Altered"
20333126,"ASCI","Threshold25","Altered",2,"Altered"
20333126,"CSCI","Threshold75","Altered",1,"Altered"
20333126,"CSCI","Threshold75","Unaltered",1,"Altered"
20333128,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333128,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333132,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333132,"CSCI","Threshold75","Altered",1,"Altered"
20333132,"CSCI","Threshold75","Unaltered",1,"Altered"
20333134,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333134,"CSCI","Threshold75","Altered",1,"Altered"
20333134,"CSCI","Threshold75","Unaltered",1,"Altered"
20333138,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333138,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333140,"ASCI","Threshold25","Altered",2,"Altered"
20333140,"CSCI","Threshold75","Altered",1,"Altered"
20333140,"CSCI","Threshold75","Unaltered",1,"Altered"
20333146,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333146,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333148,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333148,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333152,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333152,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333154,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333154,"CSCI","Threshold75","Altered",1,"Altered"
20333154,"CSCI","Threshold75","Unaltered",1,"Altered"
20333158,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333158,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333160,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333160,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333162,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333162,"CSCI","Threshold75","Altered",1,"Altered"
20333162,"CSCI","Threshold75","Unaltered",1,"Altered"
20333180,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333180,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333182,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333182,"CSCI","Threshold75","Altered",1,"Altered"
20333182,"CSCI","Threshold75","Unaltered",1,"Altered"
20333184,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333184,"CSCI","Threshold75","Altered",1,"Altered"
20333184,"CSCI","Threshold75","Unaltered",1,"Altered"
20333186,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333186,"CSCI","Threshold75","Altered",1,"Altered"
20333186,"CSCI","Threshold75","Unaltered",1,"Altered"
20333188,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333188,"CSCI","Threshold75","Altered",1,"Altered"
20333188,"CSCI","Threshold75","Unaltered",1,"Altered"
20333190,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333190,"CSCI","Threshold75","Altered",1,"Altered"
20333190,"CSCI","Threshold75","Unaltered",1,"Altered"
20333192,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333192,"CSCI","Threshold75","Altered",1,"Altered"
20333192,"CSCI","Threshold75","Unaltered",1,"Altered"
20333194,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333194,"CSCI","Threshold75","Altered",1,"Altered"
20333194,"CSCI","Threshold75","Unaltered",1,"Altered"
20333196,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333196,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333200,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333200,"CSCI","Threshold75","Altered",1,"Altered"
20333200,"CSCI","Threshold75","Unaltered",1,"Altered"
20333202,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333202,"CSCI","Threshold75","Altered",1,"Altered"
20333202,"CSCI","Threshold75","Unaltered",1,"Altered"
20333208,"ASCI","Threshold25","Altered",2,"Altered"
20333208,"CSCI","Threshold75","Altered",1,"Altered"
20333208,"CSCI","Threshold75","Unaltered",1,"Altered"
20333210,"ASCI","Threshold25","Altered",1,"Altered"
20333210,"ASCI","Threshold25","Unaltered",1,"Altered"
20333210,"CSCI","Threshold75","Altered",1,"Altered"
20333210,"CSCI","Threshold75","Unaltered",1,"Altered"
20333220,"ASCI","Threshold25","Altered",1,"Altered"
20333220,"ASCI","Threshold25","Unaltered",1,"Altered"
20333220,"CSCI","Threshold75","Altered",1,"Altered"
20333220,"CSCI","Threshold75","Unaltered",1,"Altered"
20333226,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333226,"CSCI","Threshold75","Altered",1,"Altered"
20333226,"CSCI","Threshold75","Unaltered",1,"Altered"
20333232,"ASCI","Threshold25","Altered",1,"Altered"
20333232,"ASCI","Threshold25","Unaltered",1,"Altered"
20333232,"CSCI","Threshold75","Altered",1,"Altered"
20333232,"CSCI","Threshold75","Unaltered",1,"Altered"
20333234,"ASCI","Threshold25","Altered",1,"Altered"
20333234,"ASCI","Threshold25","Unaltered",1,"Altered"
20333234,"CSCI","Threshold75","Altered",1,"Altered"
20333234,"CSCI","Threshold75","Unaltered",1,"Altered"
20333250,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333250,"CSCI","Threshold75","Altered",1,"Altered"
20333250,"CSCI","Threshold75","Unaltered",1,"Altered"
20333254,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333254,"CSCI","Threshold75","Altered",1,"Altered"
20333254,"CSCI","Threshold75","Unaltered",1,"Altered"
20333258,"ASCI","Threshold25","Altered",2,"Altered"
20333258,"CSCI","Threshold75","Altered",2,"Altered"
20333268,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333268,"CSCI","Threshold75","Altered",1,"Altered"
20333268,"CSCI","Threshold75","Unaltered",1,"Altered"
20333270,"ASCI","Threshold25","Altered",2,"Altered"
20333270,"CSCI","Threshold75","Altered",2,"Altered"
20333276,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333276,"CSCI","Threshold75","Altered",1,"Altered"
20333276,"CSCI","Threshold75","Unaltered",1,"Altered"
20333280,"ASCI","Threshold25","Altered",2,"Altered"
20333280,"CSCI","Threshold75","Altered",2,"Altered"
20333284,"ASCI","Threshold25","Altered",2,"Altered"
20333284,"CSCI","Threshold75","Altered",2,"Altered"
20333290,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333290,"CSCI","Threshold75","Altered",1,"Altered"
20333290,"CSCI","Threshold75","Unaltered",1,"Altered"
20333294,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333294,"CSCI","Threshold75","Altered",1,"Altered"
20333294,"CSCI","Threshold75","Unaltered",1,"Altered"
20333296,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333296,"CSCI","Threshold75","Altered",1,"Altered"
20333296,"CSCI","Threshold75","Unaltered",1,"Altered"
20333300,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333300,"CSCI","Threshold75","Altered",1,"Altered"
20333300,"CSCI","Threshold75","Unaltered",1,"Altered"
20333306,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333306,"CSCI","Threshold75","Altered",1,"Altered"
20333306,"CSCI","Threshold75","Unaltered",1,"Altered"
20333310,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333310,"CSCI","Threshold75","Altered",1,"Altered"
20333310,"CSCI","Threshold75","Unaltered",1,"Altered"
20333314,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333314,"CSCI","Threshold75","Altered",1,"Altered"
20333314,"CSCI","Threshold75","Unaltered",1,"Altered"
20333322,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333322,"CSCI","Threshold75","Altered",1,"Altered"
20333322,"CSCI","Threshold75","Unaltered",1,"Altered"
20333324,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333324,"CSCI","Threshold75","Altered",1,"Altered"
20333324,"CSCI","Threshold75","Unaltered",1,"Altered"
20333334,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333334,"CSCI","Threshold75","Altered",1,"Altered"
20333334,"CSCI","Threshold75","Unaltered",1,"Altered"
20333336,"ASCI","Threshold25","Altered",2,"Altered"
20333336,"CSCI","Threshold75","Altered",2,"Altered"
20333340,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333340,"CSCI","Threshold75","Altered",1,"Altered"
20333340,"CSCI","Threshold75","Unaltered",1,"Altered"
20333346,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333346,"CSCI","Threshold75","Altered",1,"Altered"
20333346,"CSCI","Threshold75","Unaltered",1,"Altered"
20333348,"ASCI","Threshold25","Altered",2,"Altered"
20333348,"CSCI","Threshold75","Altered",2,"Altered"
20333350,"ASCI","Threshold25","Altered",2,"Altered"
20333350,"CSCI","Threshold75","Altered",2,"Altered"
20333354,"ASCI","Threshold25","Altered",2,"Altered"
20333354,"CSCI","Threshold75","Altered",2,"Altered"
20333364,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333364,"CSCI","Threshold75","Altered",1,"Altered"
20333364,"CSCI","Threshold75","Unaltered",1,"Altered"
20333366,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333366,"CSCI","Threshold75","Altered",1,"Altered"
20333366,"CSCI","Threshold75","Unaltered",1,"Altered"
20333374,"ASCI","Threshold25","Altered",1,"Altered"
20333374,"ASCI","Threshold25","Unaltered",1,"Altered"
20333374,"CSCI","Threshold75","Altered",1,"Altered"
20333374,"CSCI","Threshold75","Unaltered",1,"Altered"
20333376,"ASCI","Threshold25","Altered",2,"Altered"
20333376,"CSCI","Threshold75","Altered",2,"Altered"
20333378,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333378,"CSCI","Threshold75","Altered",1,"Altered"
20333378,"CSCI","Threshold75","Unaltered",1,"Altered"
20333382,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333382,"CSCI","Threshold75","Altered",1,"Altered"
20333382,"CSCI","Threshold75","Unaltered",1,"Altered"
20333384,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333384,"CSCI","Threshold75","Altered",1,"Altered"
20333384,"CSCI","Threshold75","Unaltered",1,"Altered"
20333404,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333404,"CSCI","Threshold75","Altered",1,"Altered"
20333404,"CSCI","Threshold75","Unaltered",1,"Altered"
20333406,"ASCI","Threshold25","Altered",1,"Altered"
20333406,"ASCI","Threshold25","Unaltered",1,"Altered"
20333406,"CSCI","Threshold75","Altered",1,"Altered"
20333406,"CSCI","Threshold75","Unaltered",1,"Altered"
20333408,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333408,"CSCI","Threshold75","Altered",1,"Altered"
20333408,"CSCI","Threshold75","Unaltered",1,"Altered"
20333414,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333414,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333416,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333416,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333418,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333418,"CSCI","Threshold75","Altered",1,"Altered"
20333418,"CSCI","Threshold75","Unaltered",1,"Altered"
20333426,"ASCI","Threshold25","Altered",2,"Altered"
20333426,"CSCI","Threshold75","Altered",2,"Altered"
20333428,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333428,"CSCI","Threshold75","Altered",1,"Altered"
20333428,"CSCI","Threshold75","Unaltered",1,"Altered"
20333430,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333430,"CSCI","Threshold75","Altered",1,"Altered"
20333430,"CSCI","Threshold75","Unaltered",1,"Altered"
20333434,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333434,"CSCI","Threshold75","Altered",1,"Altered"
20333434,"CSCI","Threshold75","Unaltered",1,"Altered"
20333436,"ASCI","Threshold25","Altered",2,"Altered"
20333436,"CSCI","Threshold75","Altered",2,"Altered"
20333444,"ASCI","Threshold25","Altered",1,"Altered"
20333444,"ASCI","Threshold25","Unaltered",1,"Altered"
20333444,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333446,"ASCI","Threshold25","Altered",2,"Altered"
20333446,"CSCI","Threshold75","Altered",2,"Altered"
20333448,"ASCI","Threshold25","Altered",2,"Altered"
20333448,"CSCI","Threshold75","Altered",2,"Altered"
20333454,"ASCI","Threshold25","Altered",2,"Altered"
20333454,"CSCI","Threshold75","Altered",2,"Altered"
20333456,"ASCI","Threshold25","Altered",2,"Altered"
20333456,"CSCI","Threshold75","Altered",2,"Altered"
20333466,"ASCI","Threshold25","Altered",2,"Altered"
20333466,"CSCI","Threshold75","Altered",2,"Altered"
20333468,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333468,"CSCI","Threshold75","Altered",1,"Altered"
20333468,"CSCI","Threshold75","Unaltered",1,"Altered"
20333470,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333470,"CSCI","Threshold75","Altered",1,"Altered"
20333470,"CSCI","Threshold75","Unaltered",1,"Altered"
20333472,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333472,"CSCI","Threshold75","Altered",1,"Altered"
20333472,"CSCI","Threshold75","Unaltered",1,"Altered"
20333480,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333480,"CSCI","Threshold75","Altered",1,"Altered"
20333480,"CSCI","Threshold75","Unaltered",1,"Altered"
20333484,"ASCI","Threshold25","Altered",2,"Altered"
20333484,"CSCI","Threshold75","Altered",2,"Altered"
20333488,"ASCI","Threshold25","Altered",2,"Altered"
20333488,"CSCI","Threshold75","Altered",2,"Altered"
20333492,"ASCI","Threshold25","Altered",1,"Altered"
20333492,"ASCI","Threshold25","Unaltered",1,"Altered"
20333492,"CSCI","Threshold75","Altered",1,"Altered"
20333492,"CSCI","Threshold75","Unaltered",1,"Altered"
20333494,"ASCI","Threshold25","Altered",2,"Altered"
20333494,"CSCI","Threshold75","Altered",2,"Altered"
20333504,"ASCI","Threshold25","Altered",1,"Altered"
20333504,"ASCI","Threshold25","Unaltered",1,"Altered"
20333504,"CSCI","Threshold75","Altered",1,"Altered"
20333504,"CSCI","Threshold75","Unaltered",1,"Altered"
20333508,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333508,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333512,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333512,"CSCI","Threshold75","Altered",1,"Altered"
20333512,"CSCI","Threshold75","Unaltered",1,"Altered"
20333516,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333516,"CSCI","Threshold75","Altered",1,"Altered"
20333516,"CSCI","Threshold75","Unaltered",1,"Altered"
20333520,"ASCI","Threshold25","Altered",2,"Altered"
20333520,"CSCI","Threshold75","Altered",2,"Altered"
20333524,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333524,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20333528,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20333528,"CSCI","Threshold75","Altered",1,"Altered"
20333528,"CSCI","Threshold75","Unaltered",1,"Altered"
20333530,"ASCI","Threshold25","Unaltered",2,"Unaltered"
