"COMID","Biol","Threshold","alteration_50pct_time","n","overall.altered.2metric"
20331560,"ASCI","Threshold25","Unaltered",1,"Altered"
20331560,"CSCI","Threshold75","Altered",1,"Altered"
20331560,"CSCI","Threshold75","Unaltered",1,"Altered"
20331562,"ASCI","Threshold25","Altered",2,"Altered"
20331562,"CSCI","Threshold75","Altered",1,"Altered"
20331562,"CSCI","Threshold75","Unaltered",1,"Altered"
20331564,"ASCI","Threshold25","Altered",1,"Altered"
20331564,"ASCI","Threshold25","Unaltered",1,"Altered"
20331564,"CSCI","Threshold75","Altered",1,"Altered"
20331564,"CSCI","Threshold75","Unaltered",1,"Altered"
20331576,"ASCI","Threshold25","Altered",1,"Altered"
20331576,"ASCI","Threshold25","Unaltered",1,"Altered"
20331576,"CSCI","Threshold75","Altered",1,"Altered"
20331576,"CSCI","Threshold75","Unaltered",1,"Altered"
20331578,"ASCI","Threshold25","Altered",2,"Altered"
20331578,"CSCI","Threshold75","Altered",2,"Altered"
20331580,"ASCI","Threshold25","Altered",1,"Altered"
20331580,"ASCI","Threshold25","Unaltered",1,"Altered"
20331580,"CSCI","Threshold75","Altered",1,"Altered"
20331580,"CSCI","Threshold75","Unaltered",1,"Altered"
20331584,"ASCI","Threshold25","Altered",2,"Altered"
20331584,"CSCI","Threshold75","Altered",2,"Altered"
20331588,"ASCI","Threshold25","Altered",2,"Altered"
20331588,"CSCI","Threshold75","Altered",2,"Altered"
20331590,"ASCI","Threshold25","Altered",2,"Altered"
20331590,"CSCI","Threshold75","Altered",2,"Altered"
20331598,"ASCI","Threshold25","Altered",2,"Altered"
20331598,"CSCI","Threshold75","Altered",1,"Altered"
20331598,"CSCI","Threshold75","Unaltered",1,"Altered"
20331614,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331614,"CSCI","Threshold75","Altered",1,"Altered"
20331614,"CSCI","Threshold75","Unaltered",1,"Altered"
20331620,"ASCI","Threshold25","Altered",2,"Altered"
20331620,"CSCI","Threshold75","Altered",2,"Altered"
20331652,"ASCI","Threshold25","Altered",2,"Altered"
20331652,"CSCI","Threshold75","Altered",2,"Altered"
20331684,"ASCI","Threshold25","Altered",2,"Altered"
20331684,"CSCI","Threshold75","Altered",2,"Altered"
20331692,"ASCI","Threshold25","Altered",2,"Altered"
20331692,"CSCI","Threshold75","Altered",2,"Altered"
20331700,"ASCI","Threshold25","Altered",2,"Altered"
20331700,"CSCI","Threshold75","Altered",2,"Altered"
20331702,"ASCI","Threshold25","Altered",2,"Altered"
20331702,"CSCI","Threshold75","Altered",2,"Altered"
20331890,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331890,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20331892,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331892,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20331900,"ASCI","Threshold25","Altered",1,"Altered"
20331900,"ASCI","Threshold25","Unaltered",1,"Altered"
20331900,"CSCI","Threshold75","Altered",1,"Altered"
20331900,"CSCI","Threshold75","Unaltered",1,"Altered"
20331906,"ASCI","Threshold25","Altered",1,"Altered"
20331906,"ASCI","Threshold25","Unaltered",1,"Altered"
20331906,"CSCI","Threshold75","Altered",2,"Altered"
20331908,"ASCI","Threshold25","Altered",1,"Altered"
20331908,"ASCI","Threshold25","Unaltered",1,"Altered"
20331908,"CSCI","Threshold75","Altered",2,"Altered"
20331912,"ASCI","Threshold25","Altered",2,"Altered"
20331912,"CSCI","Threshold75","Altered",2,"Altered"
20331920,"ASCI","Threshold25","Altered",2,"Altered"
20331920,"CSCI","Threshold75","Altered",2,"Altered"
20331934,"ASCI","Threshold25","Altered",1,"Altered"
20331934,"ASCI","Threshold25","Unaltered",1,"Altered"
20331934,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20331942,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331942,"CSCI","Threshold75","Altered",1,"Altered"
20331942,"CSCI","Threshold75","Unaltered",1,"Altered"
20331950,"ASCI","Threshold25","Altered",2,"Altered"
20331950,"CSCI","Threshold75","Altered",2,"Altered"
20331956,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331956,"CSCI","Threshold75","Altered",1,"Altered"
20331956,"CSCI","Threshold75","Unaltered",1,"Altered"
20331958,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331958,"CSCI","Threshold75","Altered",1,"Altered"
20331958,"CSCI","Threshold75","Unaltered",1,"Altered"
20331964,"ASCI","Threshold25","Altered",1,"Altered"
20331964,"ASCI","Threshold25","Unaltered",1,"Altered"
20331964,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20331968,"ASCI","Threshold25","Altered",2,"Altered"
20331968,"CSCI","Threshold75","Altered",2,"Altered"
20331974,"ASCI","Threshold25","Altered",1,"Altered"
20331974,"ASCI","Threshold25","Unaltered",1,"Altered"
20331974,"CSCI","Threshold75","Altered",1,"Altered"
20331974,"CSCI","Threshold75","Unaltered",1,"Altered"
20331976,"ASCI","Threshold25","Altered",1,"Altered"
20331976,"ASCI","Threshold25","Unaltered",1,"Altered"
20331976,"CSCI","Threshold75","Altered",1,"Altered"
20331976,"CSCI","Threshold75","Unaltered",1,"Altered"
20331978,"ASCI","Threshold25","Altered",2,"Altered"
20331978,"CSCI","Threshold75","Altered",2,"Altered"
20331980,"ASCI","Threshold25","Altered",2,"Altered"
20331980,"CSCI","Threshold75","Altered",1,"Altered"
20331980,"CSCI","Threshold75","Unaltered",1,"Altered"
20331982,"ASCI","Threshold25","Altered",2,"Altered"
20331982,"CSCI","Threshold75","Altered",1,"Altered"
20331982,"CSCI","Threshold75","Unaltered",1,"Altered"
20331984,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331984,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20331986,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331986,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20331988,"ASCI","Threshold25","Altered",2,"Altered"
20331988,"CSCI","Threshold75","Altered",2,"Altered"
20331990,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20331990,"CSCI","Threshold75","Altered",1,"Altered"
20331990,"CSCI","Threshold75","Unaltered",1,"Altered"
20332078,"ASCI","Threshold25","Altered",1,"Altered"
20332078,"ASCI","Threshold25","Unaltered",1,"Altered"
20332078,"CSCI","Threshold75","Altered",1,"Altered"
20332078,"CSCI","Threshold75","Unaltered",1,"Altered"
20332080,"ASCI","Threshold25","Altered",1,"Altered"
20332080,"ASCI","Threshold25","Unaltered",1,"Altered"
20332080,"CSCI","Threshold75","Altered",1,"Altered"
20332080,"CSCI","Threshold75","Unaltered",1,"Altered"
20332082,"ASCI","Threshold25","Altered",2,"Altered"
20332082,"CSCI","Threshold75","Altered",2,"Altered"
20332084,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332084,"CSCI","Threshold75","Altered",1,"Altered"
20332084,"CSCI","Threshold75","Unaltered",1,"Altered"
20332114,"ASCI","Threshold25","Altered",2,"Altered"
20332114,"CSCI","Threshold75","Altered",1,"Altered"
20332114,"CSCI","Threshold75","Unaltered",1,"Altered"
20332116,"ASCI","Threshold25","Altered",2,"Altered"
20332116,"CSCI","Threshold75","Altered",1,"Altered"
20332116,"CSCI","Threshold75","Unaltered",1,"Altered"
20332118,"ASCI","Threshold25","Altered",1,"Altered"
20332118,"ASCI","Threshold25","Unaltered",1,"Altered"
20332118,"CSCI","Threshold75","Altered",1,"Altered"
20332118,"CSCI","Threshold75","Unaltered",1,"Altered"
20332120,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332120,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332122,"ASCI","Threshold25","Altered",1,"Altered"
20332122,"ASCI","Threshold25","Unaltered",1,"Altered"
20332122,"CSCI","Threshold75","Altered",1,"Altered"
20332122,"CSCI","Threshold75","Unaltered",1,"Altered"
20332402,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332402,"CSCI","Threshold75","Altered",1,"Altered"
20332402,"CSCI","Threshold75","Unaltered",1,"Altered"
20332416,"ASCI","Threshold25","Altered",1,"Altered"
20332416,"ASCI","Threshold25","Unaltered",1,"Altered"
20332416,"CSCI","Threshold75","Altered",1,"Altered"
20332416,"CSCI","Threshold75","Unaltered",1,"Altered"
20332420,"ASCI","Threshold25","Altered",1,"Altered"
20332420,"ASCI","Threshold25","Unaltered",1,"Altered"
20332420,"CSCI","Threshold75","Altered",1,"Altered"
20332420,"CSCI","Threshold75","Unaltered",1,"Altered"
20332424,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332424,"CSCI","Threshold75","Altered",1,"Altered"
20332424,"CSCI","Threshold75","Unaltered",1,"Altered"
20332426,"ASCI","Threshold25","Altered",1,"Altered"
20332426,"ASCI","Threshold25","Unaltered",1,"Altered"
20332426,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332430,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332430,"CSCI","Threshold75","Altered",1,"Altered"
20332430,"CSCI","Threshold75","Unaltered",1,"Altered"
20332432,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332432,"CSCI","Threshold75","Altered",1,"Altered"
20332432,"CSCI","Threshold75","Unaltered",1,"Altered"
20332434,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332434,"CSCI","Threshold75","Altered",1,"Altered"
20332434,"CSCI","Threshold75","Unaltered",1,"Altered"
20332438,"ASCI","Threshold25","Altered",1,"Altered"
20332438,"ASCI","Threshold25","Unaltered",1,"Altered"
20332438,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332444,"ASCI","Threshold25","Altered",1,"Altered"
20332444,"ASCI","Threshold25","Unaltered",1,"Altered"
20332444,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332448,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332448,"CSCI","Threshold75","Altered",1,"Altered"
20332448,"CSCI","Threshold75","Unaltered",1,"Altered"
20332450,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332450,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332456,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332456,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332458,"ASCI","Threshold25","Altered",1,"Altered"
20332458,"ASCI","Threshold25","Unaltered",1,"Altered"
20332458,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332460,"ASCI","Threshold25","Altered",1,"Altered"
20332460,"ASCI","Threshold25","Unaltered",1,"Altered"
20332460,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332468,"ASCI","Threshold25","Altered",1,"Altered"
20332468,"ASCI","Threshold25","Unaltered",1,"Altered"
20332468,"CSCI","Threshold75","Altered",1,"Altered"
20332468,"CSCI","Threshold75","Unaltered",1,"Altered"
20332472,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332472,"CSCI","Threshold75","Altered",1,"Altered"
20332472,"CSCI","Threshold75","Unaltered",1,"Altered"
20332482,"ASCI","Threshold25","Altered",1,"Altered"
20332482,"ASCI","Threshold25","Unaltered",1,"Altered"
20332482,"CSCI","Threshold75","Altered",1,"Altered"
20332482,"CSCI","Threshold75","Unaltered",1,"Altered"
20332494,"ASCI","Threshold25","Altered",1,"Altered"
20332494,"ASCI","Threshold25","Unaltered",1,"Altered"
20332494,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332496,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332496,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332500,"ASCI","Threshold25","Altered",1,"Altered"
20332500,"ASCI","Threshold25","Unaltered",1,"Altered"
20332500,"CSCI","Threshold75","Altered",1,"Altered"
20332500,"CSCI","Threshold75","Unaltered",1,"Altered"
20332504,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332504,"CSCI","Threshold75","Altered",1,"Altered"
20332504,"CSCI","Threshold75","Unaltered",1,"Altered"
20332506,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332506,"CSCI","Threshold75","Altered",1,"Altered"
20332506,"CSCI","Threshold75","Unaltered",1,"Altered"
20332510,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332510,"CSCI","Threshold75","Altered",1,"Altered"
20332510,"CSCI","Threshold75","Unaltered",1,"Altered"
20332512,"ASCI","Threshold25","Altered",1,"Altered"
20332512,"ASCI","Threshold25","Unaltered",1,"Altered"
20332512,"CSCI","Threshold75","Altered",1,"Altered"
20332512,"CSCI","Threshold75","Unaltered",1,"Altered"
20332522,"ASCI","Threshold25","Altered",1,"Altered"
20332522,"ASCI","Threshold25","Unaltered",1,"Altered"
20332522,"CSCI","Threshold75","Altered",1,"Altered"
20332522,"CSCI","Threshold75","Unaltered",1,"Altered"
20332524,"ASCI","Threshold25","Altered",1,"Altered"
20332524,"ASCI","Threshold25","Unaltered",1,"Altered"
20332524,"CSCI","Threshold75","Altered",1,"Altered"
20332524,"CSCI","Threshold75","Unaltered",1,"Altered"
20332528,"ASCI","Threshold25","Altered",1,"Altered"
20332528,"ASCI","Threshold25","Unaltered",1,"Altered"
20332528,"CSCI","Threshold75","Altered",1,"Altered"
20332528,"CSCI","Threshold75","Unaltered",1,"Altered"
20332530,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332530,"CSCI","Threshold75","Altered",1,"Altered"
20332530,"CSCI","Threshold75","Unaltered",1,"Altered"
20332532,"ASCI","Threshold25","Altered",2,"Altered"
20332532,"CSCI","Threshold75","Altered",1,"Altered"
20332532,"CSCI","Threshold75","Unaltered",1,"Altered"
20332536,"ASCI","Threshold25","Altered",1,"Altered"
20332536,"ASCI","Threshold25","Unaltered",1,"Altered"
20332536,"CSCI","Threshold75","Altered",1,"Altered"
20332536,"CSCI","Threshold75","Unaltered",1,"Altered"
20332538,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332538,"CSCI","Threshold75","Altered",1,"Altered"
20332538,"CSCI","Threshold75","Unaltered",1,"Altered"
20332540,"ASCI","Threshold25","Altered",1,"Altered"
20332540,"ASCI","Threshold25","Unaltered",1,"Altered"
20332540,"CSCI","Threshold75","Altered",1,"Altered"
20332540,"CSCI","Threshold75","Unaltered",1,"Altered"
20332546,"ASCI","Threshold25","Altered",2,"Altered"
20332546,"CSCI","Threshold75","Altered",2,"Altered"
20332550,"ASCI","Threshold25","Altered",1,"Altered"
20332550,"ASCI","Threshold25","Unaltered",1,"Altered"
20332550,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332552,"ASCI","Threshold25","Altered",2,"Altered"
20332552,"CSCI","Threshold75","Altered",1,"Altered"
20332552,"CSCI","Threshold75","Unaltered",1,"Altered"
20332554,"ASCI","Threshold25","Altered",1,"Altered"
20332554,"ASCI","Threshold25","Unaltered",1,"Altered"
20332554,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332558,"ASCI","Threshold25","Altered",1,"Altered"
20332558,"ASCI","Threshold25","Unaltered",1,"Altered"
20332558,"CSCI","Threshold75","Altered",1,"Altered"
20332558,"CSCI","Threshold75","Unaltered",1,"Altered"
20332568,"ASCI","Threshold25","Altered",1,"Altered"
20332568,"ASCI","Threshold25","Unaltered",1,"Altered"
20332568,"CSCI","Threshold75","Altered",1,"Altered"
20332568,"CSCI","Threshold75","Unaltered",1,"Altered"
20332576,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332576,"CSCI","Threshold75","Altered",1,"Altered"
20332576,"CSCI","Threshold75","Unaltered",1,"Altered"
20332584,"ASCI","Threshold25","Altered",1,"Altered"
20332584,"ASCI","Threshold25","Unaltered",1,"Altered"
20332584,"CSCI","Threshold75","Altered",1,"Altered"
20332584,"CSCI","Threshold75","Unaltered",1,"Altered"
20332590,"ASCI","Threshold25","Altered",2,"Altered"
20332590,"CSCI","Threshold75","Altered",1,"Altered"
20332590,"CSCI","Threshold75","Unaltered",1,"Altered"
20332592,"ASCI","Threshold25","Altered",2,"Altered"
20332592,"CSCI","Threshold75","Altered",1,"Altered"
20332592,"CSCI","Threshold75","Unaltered",1,"Altered"
20332594,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332594,"CSCI","Threshold75","Altered",1,"Altered"
20332594,"CSCI","Threshold75","Unaltered",1,"Altered"
20332608,"ASCI","Threshold25","Altered",1,"Altered"
20332608,"ASCI","Threshold25","Unaltered",1,"Altered"
20332608,"CSCI","Threshold75","Altered",1,"Altered"
20332608,"CSCI","Threshold75","Unaltered",1,"Altered"
20332618,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332618,"CSCI","Threshold75","Altered",1,"Altered"
20332618,"CSCI","Threshold75","Unaltered",1,"Altered"
20332630,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332630,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332642,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332642,"CSCI","Threshold75","Altered",1,"Altered"
20332642,"CSCI","Threshold75","Unaltered",1,"Altered"
20332646,"ASCI","Threshold25","Altered",2,"Altered"
20332646,"CSCI","Threshold75","Altered",1,"Altered"
20332646,"CSCI","Threshold75","Unaltered",1,"Altered"
20332650,"ASCI","Threshold25","Altered",1,"Altered"
20332650,"ASCI","Threshold25","Unaltered",1,"Altered"
20332650,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332654,"ASCI","Threshold25","Altered",2,"Altered"
20332654,"CSCI","Threshold75","Altered",2,"Altered"
20332656,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332656,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332658,"ASCI","Threshold25","Altered",1,"Altered"
20332658,"ASCI","Threshold25","Unaltered",1,"Altered"
20332658,"CSCI","Threshold75","Altered",1,"Altered"
20332658,"CSCI","Threshold75","Unaltered",1,"Altered"
20332660,"ASCI","Threshold25","Altered",2,"Altered"
20332660,"CSCI","Threshold75","Altered",1,"Altered"
20332660,"CSCI","Threshold75","Unaltered",1,"Altered"
20332662,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332662,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332664,"ASCI","Threshold25","Altered",1,"Altered"
20332664,"ASCI","Threshold25","Unaltered",1,"Altered"
20332664,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332668,"ASCI","Threshold25","Altered",2,"Altered"
20332668,"CSCI","Threshold75","Altered",1,"Altered"
20332668,"CSCI","Threshold75","Unaltered",1,"Altered"
20332670,"ASCI","Threshold25","Altered",1,"Altered"
20332670,"ASCI","Threshold25","Unaltered",1,"Altered"
20332670,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332674,"ASCI","Threshold25","Altered",2,"Altered"
20332674,"CSCI","Threshold75","Altered",1,"Altered"
20332674,"CSCI","Threshold75","Unaltered",1,"Altered"
20332676,"ASCI","Threshold25","Altered",1,"Altered"
20332676,"ASCI","Threshold25","Unaltered",1,"Altered"
20332676,"CSCI","Threshold75","Altered",2,"Altered"
20332678,"ASCI","Threshold25","Altered",1,"Altered"
20332678,"ASCI","Threshold25","Unaltered",1,"Altered"
20332678,"CSCI","Threshold75","Altered",1,"Altered"
20332678,"CSCI","Threshold75","Unaltered",1,"Altered"
20332684,"ASCI","Threshold25","Altered",2,"Altered"
20332684,"CSCI","Threshold75","Altered",1,"Altered"
20332684,"CSCI","Threshold75","Unaltered",1,"Altered"
20332694,"ASCI","Threshold25","Altered",2,"Altered"
20332694,"CSCI","Threshold75","Altered",2,"Altered"
20332700,"ASCI","Threshold25","Altered",2,"Altered"
20332700,"CSCI","Threshold75","Altered",2,"Altered"
20332702,"ASCI","Threshold25","Altered",1,"Altered"
20332702,"ASCI","Threshold25","Unaltered",1,"Altered"
20332702,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332712,"ASCI","Threshold25","Altered",2,"Altered"
20332712,"CSCI","Threshold75","Altered",1,"Altered"
20332712,"CSCI","Threshold75","Unaltered",1,"Altered"
20332716,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332716,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332720,"ASCI","Threshold25","Altered",1,"Altered"
20332720,"ASCI","Threshold25","Unaltered",1,"Altered"
20332720,"CSCI","Threshold75","Altered",2,"Altered"
20332726,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332726,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332730,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332730,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332736,"ASCI","Threshold25","Altered",1,"Altered"
20332736,"ASCI","Threshold25","Unaltered",1,"Altered"
20332736,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332738,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332738,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332744,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332744,"CSCI","Threshold75","Altered",1,"Altered"
20332744,"CSCI","Threshold75","Unaltered",1,"Altered"
20332746,"ASCI","Threshold25","Altered",2,"Altered"
20332746,"CSCI","Threshold75","Altered",2,"Altered"
20332750,"ASCI","Threshold25","Altered",1,"Altered"
20332750,"ASCI","Threshold25","Unaltered",1,"Altered"
20332750,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332754,"ASCI","Threshold25","Altered",1,"Altered"
20332754,"ASCI","Threshold25","Unaltered",1,"Altered"
20332754,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332758,"ASCI","Threshold25","Altered",1,"Altered"
20332758,"ASCI","Threshold25","Unaltered",1,"Altered"
20332758,"CSCI","Threshold75","Altered",1,"Altered"
20332758,"CSCI","Threshold75","Unaltered",1,"Altered"
20332760,"ASCI","Threshold25","Altered",2,"Altered"
20332760,"CSCI","Threshold75","Altered",2,"Altered"
20332764,"ASCI","Threshold25","Altered",1,"Altered"
20332764,"ASCI","Threshold25","Unaltered",1,"Altered"
20332764,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332768,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332768,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332770,"ASCI","Threshold25","Altered",2,"Altered"
20332770,"CSCI","Threshold75","Altered",2,"Altered"
20332772,"ASCI","Threshold25","Altered",2,"Altered"
20332772,"CSCI","Threshold75","Altered",2,"Altered"
20332774,"ASCI","Threshold25","Altered",2,"Altered"
20332774,"CSCI","Threshold75","Altered",2,"Altered"
20332776,"ASCI","Threshold25","Altered",2,"Altered"
20332776,"CSCI","Threshold75","Altered",2,"Altered"
20332796,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332796,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332798,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332798,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332802,"ASCI","Threshold25","Altered",1,"Altered"
20332802,"ASCI","Threshold25","Unaltered",1,"Altered"
20332802,"CSCI","Threshold75","Altered",1,"Altered"
20332802,"CSCI","Threshold75","Unaltered",1,"Altered"
20332804,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332804,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332806,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332806,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332812,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332812,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332816,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332816,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332818,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332818,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332822,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332822,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332824,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332824,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332828,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332828,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332830,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332830,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332832,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332832,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332834,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332834,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332836,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332836,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332842,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332842,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332844,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332844,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332848,"ASCI","Threshold25","Altered",2,"Altered"
20332848,"CSCI","Threshold75","Altered",2,"Altered"
20332854,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332854,"CSCI","Threshold75","Altered",1,"Altered"
20332854,"CSCI","Threshold75","Unaltered",1,"Altered"
20332858,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332858,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332860,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332860,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332868,"ASCI","Threshold25","Altered",1,"Altered"
20332868,"ASCI","Threshold25","Unaltered",1,"Altered"
20332868,"CSCI","Threshold75","Altered",1,"Altered"
20332868,"CSCI","Threshold75","Unaltered",1,"Altered"
20332896,"ASCI","Threshold25","Altered",1,"Altered"
20332896,"ASCI","Threshold25","Unaltered",1,"Altered"
20332896,"CSCI","Threshold75","Altered",1,"Altered"
20332896,"CSCI","Threshold75","Unaltered",1,"Altered"
20332900,"ASCI","Threshold25","Altered",2,"Altered"
20332900,"CSCI","Threshold75","Altered",2,"Altered"
20332904,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332904,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20332906,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332906,"CSCI","Threshold75","Altered",1,"Altered"
20332906,"CSCI","Threshold75","Unaltered",1,"Altered"
20332908,"ASCI","Threshold25","Altered",1,"Altered"
20332908,"ASCI","Threshold25","Unaltered",1,"Altered"
20332908,"CSCI","Threshold75","Altered",1,"Altered"
20332908,"CSCI","Threshold75","Unaltered",1,"Altered"
20332910,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332910,"CSCI","Threshold75","Altered",1,"Altered"
20332910,"CSCI","Threshold75","Unaltered",1,"Altered"
20332912,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332912,"CSCI","Threshold75","Altered",1,"Altered"
20332912,"CSCI","Threshold75","Unaltered",1,"Altered"
20332914,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332914,"CSCI","Threshold75","Altered",1,"Altered"
20332914,"CSCI","Threshold75","Unaltered",1,"Altered"
20332918,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332918,"CSCI","Threshold75","Altered",1,"Altered"
20332918,"CSCI","Threshold75","Unaltered",1,"Altered"
20332920,"ASCI","Threshold25","Altered",2,"Altered"
20332920,"CSCI","Threshold75","Altered",2,"Altered"
20332934,"ASCI","Threshold25","Altered",2,"Altered"
20332934,"CSCI","Threshold75","Altered",1,"Altered"
20332934,"CSCI","Threshold75","Unaltered",1,"Altered"
20332938,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20332938,"CSCI","Threshold75","Altered",1,"Altered"
20332938,"CSCI","Threshold75","Unaltered",1,"Altered"
20332940,"ASCI","Threshold25","Altered",1,"Altered"
20332940,"ASCI","Threshold25","Unaltered",1,"Altered"
20332940,"CSCI","Threshold75","Unaltered",2,"Unaltered"
