"","X","metric","Threshold70","Threshold90","Threshold99","n","Type","Biol","Bio_endpoint","Bio_threshold","Hydro_endpoint"
"161",65,"CSCI_DS_Dur_WS_0.79_Negative",-40.0665334986489,-13.6835887386314,-1.83082072216997,230,"Negative","CSCI","CSCI",0.79,"DS_Dur_WS"
"162",66,"CSCI_DS_Mag_50_0.79_Negative",-0.0892872580396395,-0.0318879033367577,-0.00336414635125249,151,"Negative","CSCI","CSCI",0.79,"DS_Mag_50"
"163",67,"CSCI_DS_Mag_90_0.79_Negative",-2.21337389509296,-0.750033888788699,-0.0768247911728302,175,"Negative","CSCI","CSCI",0.79,"DS_Mag_90"
"164",68,"CSCI_DS_Tim_0.79_Negative",-36.7339335030474,-12.6604707366848,-1.73493026515728,250,"Negative","CSCI","CSCI",0.79,"DS_Tim"
"165",69,"CSCI_FA_Dur_0.79_Negative",-5.12958993712384,-2.0189402224006,-0.651177921733076,22,"Negative","CSCI","CSCI",0.79,"FA_Dur"
"166",70,"CSCI_FA_Mag_0.79_Negative",-36.2690473280675,-46.4097502112581,-50.966377026085,7,"Negative","CSCI","CSCI",0.79,"FA_Mag"
"167",71,"CSCI_FA_Tim_0.79_Negative",-10.1074430049723,-3.65883912934374,-0.819363068449618,31,"Negative","CSCI","CSCI",0.79,"FA_Tim"
"168",72,"CSCI_Q99_0.79_Negative",-0.0263723798522528,-0.010133617503397,-0.0011093320829316,105,"Negative","CSCI","CSCI",0.79,"Q99"
"169",73,"CSCI_SP_Dur_0.79_Negative",-30.8026154870038,-10.5402851234232,-1.51055173845863,251,"Negative","CSCI","CSCI",0.79,"SP_Dur"
"170",74,"CSCI_SP_Mag_0.79_Negative",-1.19330002489699,-0.441825541010517,-0.0481414585038039,138,"Negative","CSCI","CSCI",0.79,"SP_Mag"
"171",75,"CSCI_SP_ROC_0.79_Negative",-0.226423706692747,-0.0758710690799892,-0.00762672675582901,206,"Negative","CSCI","CSCI",0.79,"SP_ROC"
"172",76,"CSCI_SP_Tim_0.79_Negative",-31.5815685276059,-10.6376385409611,-1.51061425344902,102,"Negative","CSCI","CSCI",0.79,"SP_Tim"
"173",77,"CSCI_Wet_BFL_Dur_0.79_Negative",-34.449296463075,-12.1359495754272,-1.68064427098939,106,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Dur"
"174",78,"CSCI_Wet_BFL_Mag_10_0.79_Negative",-22.5310697467783,-7.3105595069722,-0.728401289061008,223,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Mag_10"
"175",79,"CSCI_Wet_BFL_Mag_50_0.79_Negative",-631.721265566287,-810.190005188762,-890.500938018876,213,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Mag_50"
"176",80,"CSCI_Wet_Tim_0.79_Negative",-15.4608040547373,-5.48291406253781,-1.00396499801966,261,"Negative","CSCI","CSCI",0.79,"Wet_Tim"
"177",81,"CSCI_DS_Dur_WS_0.92_Negative",-31.7893514972252,-10.3940686683819,-1.47261758405329,230,"Negative","CSCI","CSCI",0.92,"DS_Dur_WS"
"178",82,"CSCI_DS_Mag_50_0.92_Negative",-0.0821274854644594,-0.0267171174611112,-0.00266804375016547,151,"Negative","CSCI","CSCI",0.92,"DS_Mag_50"
"179",83,"CSCI_DS_Mag_90_0.92_Negative",-0.152911313438347,-0.0495691793607685,-0.00494038074995544,175,"Negative","CSCI","CSCI",0.92,"DS_Mag_90"
"180",84,"CSCI_DS_Tim_0.92_Negative",-19.7223857269347,-6.5935478743476,-1.10042841157599,250,"Negative","CSCI","CSCI",0.92,"DS_Tim"
"181",85,"CSCI_FA_Dur_0.92_Negative",-5.18161005307472,-2.0364403032063,-0.652896969883943,22,"Negative","CSCI","CSCI",0.92,"FA_Dur"
"182",86,"CSCI_FA_Mag_0.92_Negative",-36.2690473280675,-46.4097502112581,-50.966377026085,7,"Negative","CSCI","CSCI",0.92,"FA_Mag"
"183",87,"CSCI_FA_Tim_0.92_Negative",-10.2676644953784,-3.58581038624304,-0.806603045400378,31,"Negative","CSCI","CSCI",0.92,"FA_Tim"
"184",88,"CSCI_Q99_0.92_Negative",-0.0153127216504306,-0.00515953683321643,-0.000524018884309421,105,"Negative","CSCI","CSCI",0.92,"Q99"
"185",89,"CSCI_SP_Dur_0.92_Negative",-23.7004061424274,-7.80613813233426,-1.21703943808151,251,"Negative","CSCI","CSCI",0.92,"SP_Dur"
"186",90,"CSCI_SP_Mag_0.92_Negative",-1.29495102109391,-0.426391368001173,-0.0428749161731851,138,"Negative","CSCI","CSCI",0.92,"SP_Mag"
"187",91,"CSCI_SP_ROC_0.92_Negative",-0.211362504849789,-0.0687966927732667,-0.00681248262682529,206,"Negative","CSCI","CSCI",0.92,"SP_ROC"
"188",92,"CSCI_SP_Tim_0.92_Negative",-29.2606385937111,-9.5338576521782,-1.38361485153039,102,"Negative","CSCI","CSCI",0.92,"SP_Tim"
"189",93,"CSCI_Wet_BFL_Dur_0.92_Negative",-13.3003436953144,-4.63663213377425,-0.91148883063834,106,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Dur"
"190",94,"CSCI_Wet_BFL_Mag_10_0.92_Negative",-0.86017940099964,-0.269348160272002,-0.0263775677417539,223,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Mag_10"
"191",95,"CSCI_Wet_BFL_Mag_50_0.92_Negative",-0.997083876975098,-0.308500060000963,-0.0300586319327636,213,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Mag_50"
"192",96,"CSCI_Wet_Tim_0.92_Negative",-10.8294471363868,-3.71777913385702,-0.814753555395758,261,"Negative","CSCI","CSCI",0.92,"Wet_Tim"
